policy_id,customer_id,customer_name,cnic,city,phone,policy_type,insurance_company,coverage_amount,premium,start_date,end_date,status
POL-E32F9476,CUST-CCB5F4C2,Qais Nail,33083-2327973-5,Lasbela,+923094016727,Disability,TPL Insurance,901960,6847,2023-09-08,2026-06-24,Pending
POL-9B56154C,CUST-7067A454,Tali Ubaidah,42351-7213903-7,Lakki Marwat,+923490422408,Event Cancellation,Adamjee Insurance,580158,8563,2023-08-14,2026-06-11,Pending
POL-9FD26E7D,CUST-35CC8ECD,Labib Sabir,73310-7299361-9,Mastung,+923251531197,Dental Insurance,U Microfinance Bank,563093,7245,2023-12-27,2027-04-20,Expired
POL-341201F5,CUST-F5C1D2D0,Jaabir Baaqir,70295-2895754-6,Tharparkar,+923376924365,Workers Compensation,U Microfinance Bank,707460,6343,2024-01-13,2026-04-25,Active
POL-A92C804E,CUST-734FBD19,Barr Taimur,76842-6141868-3,Tank,+923191460605,Medical Malpractice,TPL Insurance,901521,9457,2025-04-23,2026-12-09,Active
POL-A655C108,CUST-5ED4B3D4,Ghaalib Qadar,12548-1715605-5,Garhi Khairo,+923311861402,Cyber Liability,EFU Life,603885,1433,2024-11-22,2027-03-29,Pending
POL-49129311,CUST-653890CC,Sadeed Umar,27918-1944116-1,Jacobabad,+923328052121,Auto,AhsanTechCoding,229177,7320,2024-01-20,2026-10-16,Pending
POL-B9C05B63,CUST-50832035,Sabeeh Nadeem,21233-6779897-4,Jamshoro,+923391715618,Commercial Property,Adamjee Insurance,203181,7247,2025-02-24,2025-12-26,Expired
POL-A8B06C43,CUST-9FF2F6E7,Qudamah Qahtan,23978-9318389-4,Muzaffargarh,+923115354266,Professional Indemnity,AhsanTechCoding,775856,7422,2024-09-15,2027-05-14,Active
POL-7352A29A,CUST-045CDB15,Wafi Huzaifa,87868-4914873-6,Mingora,+923456954156,Product Liability,EFU Life,267871,9938,2024-12-09,2026-01-07,Active
POL-13C9E2E1,CUST-0EFDEB95,Omeir Kamal,61257-6845880-7,Jamshoro,+923069397410,Medical Malpractice,U Microfinance Bank,631226,4161,2024-01-11,2026-01-27,Active
POL-CF30C635,CUST-A12D44D5,Najam Taheem,45254-9119136-2,Kotli,+923247349826,Flood Insurance,Jubilee Insurance,738186,7779,2024-07-03,2025-11-22,Expired
POL-3131906A,CUST-F4B58930,Umaarah Umar,30652-4601131-9,Haripur,+923347263802,Burglary,AhsanTechCoding,880002,1149,2024-01-08,2026-02-19,Expired
POL-6577E08C,CUST-EDD21008,Umar Waajid,40846-9749863-5,Gawadar,+923451939231,Personal Accident,U Microfinance Bank,599418,5469,2024-08-12,2025-11-11,Active
POL-4505D734,CUST-971A3921,Chamali Raheel,20499-8895462-3,Sheikhupura,+923115473304,Credit Life,Jubilee Insurance,192571,6233,2024-12-17,2026-07-30,Expired
POL-1C18E188,CUST-B9AA6EAC,Aaus Ayamin,91193-4403309-5,Hala,+923253576882,Flood Insurance,EFU Life,315182,2733,2024-09-12,2027-03-06,Pending
POL-EC21818C,CUST-598E68D8,Mahfuj Sabur,95080-7163042-1,Chakwal,+923092468620,Burglary,Asim Financial Assurance,678037,6468,2025-01-15,2025-11-14,Expired
POL-87EDA0C7,CUST-8E042A91,Kaysan Ghannam,13458-2529153-3,Mandi Bahauddin,+923454408076,Hospital Cash,Jubilee Insurance,419968,6935,2023-09-29,2027-01-27,Pending
POL-311287A5,CUST-F1EAB24F,Qutb Zaahir,77282-7649493-4,Pasni,+923134363252,Trade Credit Insurance,Asim Financial Assurance,987559,9322,2025-05-13,2026-04-12,Pending
POL-0DD5B8B9,CUST-58BB9164,Aamir Aabid,50006-5647651-7,Wah Cantt,+923416540358,Dental Insurance,TPL Insurance,541137,1046,2025-02-04,2025-11-23,Active
POL-9D578D93,CUST-B9D549C7,Dameer Dawud,88769-6343284-5,Dera Murad Jamali,+923400580678,Travel,Jubilee Insurance,918144,7458,2024-10-04,2026-11-11,Expired
POL-4D807FBE,CUST-BF5AD4C5,Najam Yadid,49307-1258225-3,Awaran,+923394036066,Event Cancellation,AhsanTechCoding,987285,5045,2024-07-25,2026-06-03,Active
POL-EEC47410,CUST-E34F3D0C,Jafar Ghanee,20532-2463992-7,Jamshoro,+923308957984,Health,Asim Financial Assurance,524228,9666,2023-08-14,2025-08-24,Pending
POL-A75DFEEE,CUST-9BFFF061,Tahir Baaree,74606-4227150-9,Dera Allah Yar,+923264029300,Earthquake Insurance,Jubilee Insurance,496336,8598,2023-10-13,2025-10-13,Pending
POL-17A505C4,CUST-17CF7ED9,Jalal Ihsaan,48478-3735701-3,Lahore,+923013411954,Gap Insurance,Asim Financial Assurance,993260,6510,2024-05-27,2026-10-08,Pending
POL-B4DB99CC,CUST-339592A8,Ayamin Fazli,85049-7983593-5,Jhelum,+923136449184,Directors & Officers Liability,TPL Insurance,176454,4441,2023-09-21,2027-04-04,Active
POL-7B1C8CE3,CUST-3DC2B5A8,Kamran Ubadah,62591-7505234-3,Lasbela,+923202623167,Income Protection,Asim Financial Assurance,410397,5936,2025-01-30,2026-06-02,Active
POL-0F8320B1,CUST-FFDCE942,Sabahat Rabb,69382-4195598-5,Charsadda,+923387639060,Flood Insurance,U Microfinance Bank,100025,3670,2024-10-06,2026-08-10,Expired
POL-5AA0B6AE,CUST-DA8E3526,Taban Karam,99997-9399323-2,Talagang,+923392844845,Private Medical Insurance,U Microfinance Bank,893266,3470,2024-06-16,2025-07-20,Expired
POL-EB67FA46,CUST-8C25B2C1,Tajudinn Ubadah,74666-1840009-9,Khairpur Mir’s,+923432822573,Mobile Phone Insurance,TPL Insurance,310763,8083,2023-12-02,2026-07-03,Pending
POL-14DF6687,CUST-EFBF3118,Aalam Jaabir,59179-6837726-4,Mianwali,+923121104758,Life,AhsanTechCoding,181548,2647,2023-12-01,2026-07-09,Active
POL-04CB8156,CUST-8C01B248,Rusul Rohaan,40077-1563864-7,Tharparkar,+923041237497,Vision Insurance,EFU Life,768494,5088,2024-03-06,2025-06-26,Pending
POL-A8BE5BDF,CUST-3688ADF4,Qadeer Tali,43217-7204562-5,Bahawalnagar,+923379362649,Identity Theft Insurance,TPL Insurance,857444,1105,2024-04-17,2026-04-22,Expired
POL-E2FAFDAE,CUST-090925EF,Kasim Jaabir,74179-3656843-4,Gwadar,+923167418704,Key Person Insurance,AhsanTechCoding,152506,1410,2024-02-17,2025-12-06,Pending
POL-DC5B9CC6,CUST-8DE29953,Ghaith Zaakir,72531-5585434-1,Mian Channu,+923291685294,Terrorism Insurance,U Microfinance Bank,113164,1960,2023-12-02,2025-08-10,Active
POL-B26CF120,CUST-4F766C29,Zaheer Tadeen,35547-5709252-9,Ghotki,+923181129598,Business Liability,Jubilee Insurance,375666,6821,2024-06-22,2025-08-27,Pending
POL-941B7A3F,CUST-D4249DD2,Aamirah Radi,65339-1495657-7,Gujranwala,+923147524493,Medical Malpractice,TPL Insurance,870789,8285,2023-10-07,2026-09-08,Expired
POL-93A73786,CUST-FE6A455D,Harnail Ubay,97475-4781770-8,Toba Tek Singh,+923187071970,Motorcycle,Jubilee Insurance,699130,2091,2025-01-12,2025-09-23,Pending
POL-BC9B2B5B,CUST-32D12893,Ali Naeem,30975-6858284-2,Peshawar,+923261235689,Dental Insurance,Jubilee Insurance,781355,7670,2024-01-19,2025-05-30,Active
POL-54F65E3A,CUST-4DE0BD78,Ghazi Umar,68345-7427244-3,Kotli Loharan,+923012801415,Pet Insurance,Jubilee Insurance,206355,1930,2025-05-04,2026-08-31,Expired
POL-70BAA3B3,CUST-8C9C0E4E,Ghiyaath Sabur,12971-7772896-1,Khuzdar,+923303953174,Mortgage Insurance,AhsanTechCoding,488559,4692,2023-06-27,2025-06-25,Pending
POL-99261DEB,CUST-4AAECC6C,Umar Jaabir,45472-9245959-4,Tharparkar,+923031427179,Health,U Microfinance Bank,904431,6456,2025-01-21,2025-06-12,Expired
POL-ED7E998C,CUST-B84E9CA6,Wafi Aalam,51330-9061792-8,Kohat,+923386956445,Pet Insurance,TPL Insurance,885441,6451,2024-06-14,2027-03-10,Active
POL-911E801F,CUST-2AAC93C5,Rabee Jabr,86052-5899509-9,Dadu,+923454408388,Critical Illness,EFU Life,300769,8908,2024-02-22,2026-06-22,Pending
POL-63EA0C06,CUST-67C347AB,Ghulam Ubaidah,89219-5811481-3,Multan,+923186139650,Equipment Breakdown,EFU Life,556323,4225,2024-10-24,2026-04-30,Active
POL-43521519,CUST-65FA5BEC,Taj Ghasaan,96101-6943991-5,Tando Adam,+923434558748,Income Protection,TPL Insurance,892276,5819,2024-02-16,2027-01-26,Expired
POL-E2B9BDEB,CUST-768E9A8C,Yesoob Umair,66821-1331443-3,Zhob,+923454580856,Income Protection,EFU Life,529224,5712,2024-06-23,2027-04-04,Expired
POL-8E1F73B3,CUST-C19C1896,Tabish Ubaid,18860-1838563-4,Kashmore,+923091964023,Key Person Insurance,Asim Financial Assurance,316334,2884,2025-03-31,2027-04-13,Active
POL-FA389B6A,CUST-2F8562ED,Ghulam Kasim,18754-8325928-5,Kallar Kahar,+923045130995,Terrorism Insurance,AhsanTechCoding,342305,7681,2023-08-12,2025-09-11,Expired
POL-C0921B22,CUST-A7FD1D53,Barr Mahfuj,26205-8671911-3,Hafizabad,+923335045240,Aviation Insurance,AhsanTechCoding,756553,1740,2024-04-16,2025-06-04,Active
POL-1C803686,CUST-7F5F04A0,Yazan Aamirah,54968-1969289-8,Badin,+923393933333,Dental Insurance,Jubilee Insurance,373634,3767,2024-07-11,2027-04-06,Pending
POL-BBD87E63,CUST-5450258F,Zahur Saal,70293-1476484-8,Talagang,+923121609614,Personal Accident,Asim Financial Assurance,470669,5386,2025-01-29,2026-06-13,Active
POL-8568FD26,CUST-3FC8FAC5,Khaan Qadar,73074-1549913-6,North Waziristan,+923395200649,Burglary,TPL Insurance,829060,2348,2023-09-13,2026-07-26,Active
POL-57AEC307,CUST-7B9CD9FF,Gulab Aamirah,25278-4341312-3,Matiari,+923387340773,Crop Insurance,Jubilee Insurance,798479,6630,2025-01-10,2027-02-07,Expired
POL-1AB4BC23,CUST-F0F10C8C,Mahja Ghannam,33745-5869312-4,Talagang,+923494111808,Equipment Breakdown,EFU Life,506002,6841,2025-05-08,2026-02-14,Expired
POL-FA4F0108,CUST-90C00B9D,Laqeet Ihsaan,43302-9545138-9,Dera Ismail Khan,+923346722603,Terrorism Insurance,AhsanTechCoding,251464,9094,2023-12-09,2025-12-23,Active
POL-2ECAD66F,CUST-22AF11FD,Yasir Zaakir,46657-8973535-5,Sujawal,+923020809185,Travel Medical,Jubilee Insurance,568893,5450,2024-02-19,2027-04-23,Pending
POL-3011761B,CUST-BAB471DB,Yaqeen Zarar,34518-5582681-1,Gwadar,+923434067457,Equipment Breakdown,Jubilee Insurance,708482,2685,2024-05-27,2026-09-21,Expired
POL-0AD5E286,CUST-EF3534E5,Umaarah Wadood,25497-5960831-1,Jacobabad,+923225646344,Vision Insurance,Jubilee Insurance,648944,7819,2025-04-27,2026-12-09,Pending
POL-ABC6660F,CUST-FED3555D,Baha Ijli,24283-4900101-2,Bannu,+923089496902,Hospital Cash,TPL Insurance,113881,7491,2024-12-03,2027-04-17,Expired
POL-8489579A,CUST-42A95003,Qatadah Mahfuz,58215-8294881-2,Sahiwal,+923191533458,Dental Insurance,Adamjee Insurance,510592,6902,2025-02-19,2025-06-24,Active
POL-67A638F8,CUST-4EE75A29,Darain Ubadah,76197-2634033-1,Tando Muhammad Khan,+923104298554,Renters,AhsanTechCoding,457462,9025,2024-10-29,2025-07-13,Active
POL-273862FD,CUST-1A3F4D79,Kajji Omar,61223-7023161-3,Orakzai,+923268483991,Directors & Officers Liability,AhsanTechCoding,204017,6771,2025-04-22,2025-08-07,Expired
POL-2DC55F95,CUST-2500D2FF,Nadr Ghasaan,29069-1436049-4,Muzaffarabad,+923350120978,Hospital Cash,AhsanTechCoding,752270,8560,2024-07-12,2025-10-12,Active
POL-7F1582BA,CUST-9BB79D6A,Ibraaheem Basaam,60421-4129906-9,Pishin,+923061671117,Tenant Insurance,Jubilee Insurance,318761,7856,2023-06-26,2026-04-16,Active
POL-77A669AC,CUST-4E269E4A,Baaizeed Kasam,20630-2438517-5,Pasni,+923078672466,Group Health Insurance,AhsanTechCoding,715291,7404,2024-12-07,2026-03-16,Active
POL-8091990E,CUST-C9318E62,Taahir Dakhil,20152-2988323-5,Sujawal,+923343398886,Crop Insurance,U Microfinance Bank,735287,2276,2025-03-12,2027-02-09,Active
POL-1369B337,CUST-8B778FDE,Omar Umar,43876-8155883-5,Khairpur,+923328144456,Key Person Insurance,Adamjee Insurance,181220,8103,2023-06-05,2027-04-08,Pending
POL-A1E3CB82,CUST-3565C98B,Aryan Awadil,66934-5982068-9,Gwadar,+923237997725,Credit Life,EFU Life,763777,7776,2025-03-13,2027-02-13,Expired
POL-D0C30460,CUST-0C749E28,Saaqib Buraid,33662-7519960-6,Toba Tek Singh,+923291547490,Boiler & Machinery,Adamjee Insurance,544608,1832,2024-09-30,2025-07-16,Expired
POL-8B43C418,CUST-C8AB2ED0,Raheel Saal,47950-8899118-4,Lahore,+923317279801,Renters,Jubilee Insurance,451982,1799,2024-12-31,2026-07-19,Pending
POL-1962F240,CUST-6DE95986,Aabid Kaamil,15396-9957334-7,Dera Ismail Khan,+923202827049,Commercial Property,AhsanTechCoding,893313,4250,2025-05-17,2026-11-08,Active
POL-FCDB95AA,CUST-5A505BD7,Zaweel Raashid,16741-5729117-2,Matiari,+923357269569,Workers Compensation,AhsanTechCoding,843207,2081,2024-10-31,2026-12-06,Expired
POL-F594DCAA,CUST-9019D4D1,Ghiyaath Labeeb,39635-5920086-9,Mirpur Mathelo,+923212378616,Tenant Insurance,EFU Life,297330,2349,2025-04-19,2025-12-13,Pending
POL-011E5D69,CUST-B7F26468,Naib Daniel,73420-8377911-2,Mingora,+923045149834,Terrorism Insurance,Jubilee Insurance,457714,4061,2023-11-15,2026-05-30,Active
POL-E4262101,CUST-F541470B,Kashif Mahfuz,65500-6910578-2,Mingora,+923062505389,Commercial Property,Asim Financial Assurance,438525,8965,2024-01-30,2025-10-17,Pending
POL-7E485FA3,CUST-8B53A2B4,Qutb Ghafoor,67568-5415035-2,Talagang,+923092913922,Hospital Cash,Asim Financial Assurance,312246,3876,2023-11-16,2026-10-08,Pending
POL-B06A510E,CUST-2824A6AB,Zafar Aabid,63759-4147235-5,Khairpur Nathan Shah,+923272201244,Terrorism Insurance,Asim Financial Assurance,136429,5766,2024-08-26,2025-07-05,Pending
POL-5C644B1B,CUST-BB5CFC70,Luqmaan Ghanee,20800-8414339-5,Killa Saifullah,+923464532944,Income Protection,AhsanTechCoding,116936,5688,2025-04-24,2026-02-19,Pending
POL-DA89C3F5,CUST-35CFB5DE,Ubayd Mahbub,35519-7417875-2,Turbat,+923397185132,Boat Insurance,Asim Financial Assurance,549365,2856,2024-04-13,2026-04-18,Active
POL-D206E603,CUST-613150BA,Sadaqat Bashaarat,15470-3159309-9,Ahmadpur East,+923201117598,Aviation Insurance,AhsanTechCoding,829633,8079,2025-04-08,2025-08-22,Expired
POL-601731BA,CUST-7F5B2491,Sabir Basheerah,15815-1831775-2,Charsadda,+923327101037,Directors & Officers Liability,AhsanTechCoding,374787,3193,2023-11-13,2025-10-27,Active
POL-FC09D0C0,CUST-95E12F62,Jahanzeb Najeeb,29502-4579747-3,Matiari,+923022935823,Equipment Breakdown,EFU Life,930211,4456,2024-08-31,2025-09-08,Pending
POL-E11DDA64,CUST-56C5AA74,Qahtan Esfandyar,27908-1453886-6,Pind Dadan Khan,+923289175109,Personal Accident,U Microfinance Bank,434054,2040,2024-01-31,2026-08-23,Expired
POL-A3A2B886,CUST-9C42469C,Umar Ihab,53525-9620635-7,Mardan,+923315618598,Motorcycle,AhsanTechCoding,695556,4585,2025-04-02,2026-12-26,Active
POL-3B0A40EA,CUST-1AD38375,Rabah Jaabir,19684-5112521-8,Kashmore,+923147074795,Hospital Cash,U Microfinance Bank,176043,9415,2024-11-19,2026-12-15,Active
POL-671E7C0C,CUST-3775B990,Aabid Kaysan,21444-7635432-7,Jhelum,+923162075962,Tenant Insurance,Adamjee Insurance,477764,9346,2024-05-12,2025-06-28,Active
POL-5C1EA258,CUST-1E55AEAD,Aamir Zaahir,95385-3681806-9,Swabi,+923298658370,Workers Compensation,EFU Life,353074,7256,2024-09-23,2025-05-28,Active
POL-CF0137E8,CUST-A8D58476,Yahyaa Sadan,50590-4309442-5,Narowal,+923198990564,Critical Illness,Adamjee Insurance,400450,2448,2024-09-01,2026-06-17,Expired
POL-21C7473A,CUST-E0246914,Ubaydullah Lut,21272-6713729-5,Dera Allah Yar,+923153056448,Boat Insurance,TPL Insurance,389186,5949,2025-03-04,2026-06-28,Active
POL-5FA3EAE5,CUST-959C763E,Zaeem Esfandyar,20707-8842573-2,Sibi,+923341596176,Title Insurance,Jubilee Insurance,992678,9020,2023-07-10,2026-10-11,Active
POL-1CF075FB,CUST-49D04BCF,Kazim Ibrahim,77586-8649568-1,Kamalia,+923460989870,Boiler & Machinery,U Microfinance Bank,687614,2816,2025-01-06,2026-10-02,Active
POL-3114C168,CUST-337318EC,Ghaazi Zahri,21833-8627431-7,Faisalabad,+923043708960,Kidnap & Ransom,EFU Life,599338,1884,2024-11-17,2027-01-05,Expired
POL-058BF1DC,CUST-5CAC363B,Bashaarat Ilan,76312-8030569-4,Kamoke,+923302939511,Directors & Officers Liability,TPL Insurance,525798,5345,2024-12-09,2026-08-21,Expired
POL-EA2DA4F2,CUST-F4063F1D,Saalim Taanish,46180-7413878-1,Jacobabad,+923367825396,Event Cancellation,AhsanTechCoding,185547,3694,2025-04-11,2026-02-06,Expired
POL-984EA6FD,CUST-9DAFBB7D,Zimran Ubay,77265-4350664-7,Lasbela,+923322241103,Product Liability,Adamjee Insurance,720855,9119,2024-07-25,2026-07-26,Expired
POL-DBA196A8,CUST-F0DBE366,Naathim Saajid,47784-4104848-1,Jacobabad,+923014624616,Medical Malpractice,AhsanTechCoding,343770,4337,2024-09-02,2026-12-31,Active
POL-F829A9EA,CUST-3651A0D5,Lutfi Raakin,72330-4207533-1,Garhi Khairo,+923179269535,Trade Credit Insurance,EFU Life,633050,2125,2023-07-12,2025-11-15,Pending
POL-16D74830,CUST-2CE1531A,Batool Qahtan,79371-2502055-9,Khairpur Nathan Shah,+923109706174,Disability,Adamjee Insurance,328503,4532,2023-12-02,2025-11-05,Active
POL-C9CB242F,CUST-93D5B9B1,Ghazawan Limazah,77518-6990624-1,Chiniot,+923039348517,Medical Malpractice,EFU Life,831909,5242,2024-03-01,2027-03-13,Active
POL-F4BA47CA,CUST-73D0F574,Charlesh Ubaidah,14450-8806790-3,Gojra,+923113779437,Legal Expense Insurance,Jubilee Insurance,605240,1960,2023-09-12,2026-06-13,Active
POL-4BDD4E7E,CUST-45DFF3E0,Waahid Ibraaheem,57006-6670280-2,Kohat,+923401194378,Boiler & Machinery,EFU Life,914584,3662,2025-01-27,2026-10-22,Expired
POL-ADAE7597,CUST-8737AE84,Arham Maawiya,52565-7315212-9,Jacobabad,+923441352555,Personal Accident,TPL Insurance,753982,2502,2023-12-13,2026-05-19,Pending
POL-2F44C9FD,CUST-0EC78474,Ibrahim Aasim,81062-9478297-9,Kohlu,+923390616935,Medical Malpractice,U Microfinance Bank,128621,4916,2024-10-19,2026-07-31,Pending
POL-370903D7,CUST-E11FD42C,Ikraam Zarar,30193-8407857-3,Kasur,+923252066271,Key Person Insurance,Asim Financial Assurance,800787,6964,2024-06-10,2026-10-29,Expired
POL-5572F2C7,CUST-CA2AE2F9,Mahad Aalam,39940-1703413-3,Kasur,+923287586462,Surety Bonds,AhsanTechCoding,599970,6291,2023-06-02,2026-06-01,Pending
POL-5F8C3C4F,CUST-706A2B7B,Etizaaz Umair,34769-8640051-3,Kambar,+923083701278,Credit Life,Adamjee Insurance,535961,5979,2024-04-02,2026-02-13,Expired
POL-3403F389,CUST-21474410,Yahya Kabeer,72046-7220248-7,Matiari,+923112897915,Pet Insurance,Jubilee Insurance,963991,9038,2023-12-09,2026-08-23,Active
POL-38920596,CUST-BFEA17B2,Mahfooz Dabir,60195-9809124-6,Karak,+923128258692,Critical Illness,Jubilee Insurance,776778,2989,2024-01-11,2025-07-13,Pending
POL-DB97445F,CUST-C8CE3388,Jahm Sadaqat,34686-5191362-2,Thatta,+923397916822,Motorcycle,U Microfinance Bank,741685,5933,2025-02-01,2025-12-17,Expired
POL-A7CBD223,CUST-76E47DC4,Wadee Radi,15222-3178160-3,Jamshoro,+923392482489,Medical Malpractice,Jubilee Insurance,570705,2546,2024-12-20,2025-05-28,Active
POL-52C1F000,CUST-1A408122,Rahat Sabiq,87866-5629361-4,Qambar,+923397829435,Medical Malpractice,Jubilee Insurance,574997,2000,2024-09-09,2027-05-04,Expired
POL-6C763AD3,CUST-903A6A59,Iftikhaar Quadir,38169-7907416-4,Jaffarabad,+923088455265,Pet Insurance,Adamjee Insurance,199385,1841,2023-12-08,2025-10-17,Pending
POL-B27EE59B,CUST-EF3FFE59,Jamaal Aamil,56106-5325510-1,Dera Allah Yar,+923216373007,Trade Credit Insurance,Jubilee Insurance,774069,3883,2024-04-12,2026-04-24,Expired
POL-170E60A7,CUST-71E8BB22,Taalib Ubaydullah,13689-7158001-7,Wazirabad,+923255094227,Group Health Insurance,TPL Insurance,341001,6658,2023-06-24,2026-06-09,Expired
POL-72C19B72,CUST-C3FCA046,Liban Lahiah,99066-5854604-9,Pakpattan,+923222699202,Dental Insurance,Adamjee Insurance,487171,8096,2024-04-16,2025-10-03,Expired
POL-D9DACABC,CUST-D8631579,Raamis Sabeeh,58011-9378617-9,Ubauro,+923136686058,Mobile Phone Insurance,Adamjee Insurance,709707,8204,2025-04-12,2026-02-17,Expired
POL-9FB5B57C,CUST-7ADACBBE,Zaahid Qaseem,69432-9910356-6,Qambar,+923269747364,Spoilage Insurance,Adamjee Insurance,690036,2371,2023-08-06,2026-11-22,Pending
POL-E134F170,CUST-C1BA0B8C,Umaarah Aadam,20423-2590758-2,North Waziristan,+923423428416,Renters,U Microfinance Bank,906329,3265,2025-03-02,2025-08-13,Pending
POL-500881CC,CUST-FA961659,Zuwayhir Ubayd,80411-5539671-2,Gwadar,+923055064563,Title Insurance,Jubilee Insurance,455328,6193,2024-08-02,2025-07-15,Expired
POL-5F577667,CUST-BF4A5A04,Laiq Bilaal,15077-9659328-5,Dera Murad Jamali,+923189891827,Equipment Breakdown,Asim Financial Assurance,967940,8567,2024-07-27,2027-01-03,Active
POL-5B13F049,CUST-7AA4083C,Auraq Sabeeh,17390-5860726-7,Wah Cantt,+923312267419,Travel,Jubilee Insurance,675294,4142,2024-07-13,2027-01-24,Active
POL-B084012D,CUST-B53ED48D,Qadim Rabee,77121-9701268-8,Tando Muhammad Khan,+923482059198,Health,U Microfinance Bank,384804,1026,2024-05-13,2026-07-30,Expired
POL-01EC1269,CUST-BE2038BC,Zaahir Umaarah,50799-7077445-6,Tando Muhammad Khan,+923455009290,Vision Insurance,TPL Insurance,129736,4429,2024-04-30,2026-01-24,Pending
POL-6843E407,CUST-E691A611,Sabiq Yadid,49197-4140025-5,Nowshera Cantt,+923264253049,Event Cancellation,EFU Life,220676,8060,2024-09-29,2027-01-15,Pending
POL-E9C99EE2,CUST-F2C4EDFF,Raid Tahawwur,27951-7471806-3,Jaranwala,+923394612957,Commercial Property,AhsanTechCoding,489781,6868,2024-01-12,2026-01-19,Active
POL-B8E95C56,CUST-D315548E,Saad Waajid,70807-6113038-3,Qambar,+923188388505,Kidnap & Ransom,Adamjee Insurance,591563,9403,2025-04-16,2026-11-13,Expired
POL-F5E9ECA1,CUST-21681B0F,Danish Ehsaas,83876-7894421-2,Chiniot,+923112147409,Home,Adamjee Insurance,434336,2074,2023-10-12,2026-11-02,Expired
POL-CF29C763,CUST-F829B4B2,Vahar Saajid,56227-8204703-9,Moro,+923019077571,Travel,Jubilee Insurance,835843,4233,2023-10-31,2026-10-19,Active
POL-AC1DCB3D,CUST-DE5C8AC3,Taahaa Umar,18925-1876913-7,Nowshera Virkan,+923427741001,Private Medical Insurance,Adamjee Insurance,538814,1206,2024-01-27,2026-06-29,Expired
POL-93F409AA,CUST-4D3FF87E,Khaan Kaamil,57162-4464969-7,Jhang Sadar,+923041154162,Professional Indemnity,U Microfinance Bank,953974,9557,2024-01-28,2026-11-17,Pending
POL-0FB38121,CUST-874ABEB2,Madani Mourib,89000-4710607-6,Daska,+923380814520,Hospital Cash,Adamjee Insurance,329673,6308,2024-10-06,2025-07-15,Pending
POL-4FB33215,CUST-EFD0F4F4,Awj Yawer,19502-7971268-7,Kot Radha Kishan,+923160893809,Event Cancellation,EFU Life,972751,3105,2023-08-13,2026-06-11,Expired
POL-BE526294,CUST-77AF2E69,Dawud Sabir,88754-5737709-9,Kohistan,+923017101979,Aviation Insurance,AhsanTechCoding,535816,7640,2024-10-25,2026-10-12,Expired
POL-E9DCFFB1,CUST-C538E79B,Jalaal Owais,55097-1068080-6,Mirpur Khas,+923074218356,Kidnap & Ransom,Jubilee Insurance,530510,3966,2024-07-11,2027-02-25,Expired
POL-DB880705,CUST-8BD007AC,Tabassum Urrab,20624-9444665-6,Kotli,+923279859710,Flood Insurance,TPL Insurance,843904,7897,2024-03-30,2027-01-23,Pending
POL-3615DC9B,CUST-C5961CB0,Zahir Batool,10269-1327156-8,North Waziristan,+923067862267,Group Health Insurance,EFU Life,370205,3463,2025-04-26,2027-05-09,Pending
POL-12DBEA46,CUST-E80DF26C,Waail Raaghib,43298-9653450-1,Gilgit,+923429833412,Identity Theft Insurance,TPL Insurance,810194,2507,2024-02-16,2026-12-07,Expired
POL-12DB873F,CUST-16E1C280,Nabih Talha,60142-8149548-7,Haripur,+923425291516,Tenant Insurance,TPL Insurance,434279,4025,2024-06-04,2025-06-30,Pending
POL-EA94A06E,CUST-F225E02D,Liyaqat Gohar,61409-9072816-5,Ghotki,+923458904341,Identity Theft Insurance,AhsanTechCoding,320328,1796,2025-04-03,2026-09-28,Pending
POL-268673A6,CUST-9408A7DB,Jameel Jahdami,55452-9450036-5,Mirpur Khas,+923062991592,Boiler & Machinery,U Microfinance Bank,395488,7145,2024-06-20,2027-04-20,Active
POL-62CC7DF7,CUST-A6EDF96F,Zahi Ihtiram,62578-5815277-7,Pakpattan,+923000990995,Crop Insurance,Adamjee Insurance,435703,7580,2023-06-29,2027-05-17,Active
POL-74D688D1,CUST-12A1A6CC,Zahaar Tahaw-wur,20390-1130732-1,Chitral,+923439802561,Legal Expense Insurance,Adamjee Insurance,141311,3542,2024-04-12,2025-09-15,Active
POL-4119F0EE,CUST-20306138,Gohar Ibrahim,44822-4167415-8,Dera Allah Yar,+923074821986,Motorcycle,TPL Insurance,130581,4492,2025-05-06,2026-09-03,Active
POL-3DA7D788,CUST-49C7962C,Bashaar Rafay,55339-8657247-3,Umerkot,+923400431767,Group Health Insurance,U Microfinance Bank,384986,7603,2025-03-06,2026-05-02,Active
POL-08F95468,CUST-E6265822,Maroof Tahaw-wur,61901-2118410-3,Harnai,+923336782110,Health,Adamjee Insurance,659988,6341,2024-04-19,2027-04-18,Pending
POL-9E687918,CUST-FD11AB93,Ghiyaath Talhah,73527-7689233-6,Rajanpur,+923461053781,Dental Insurance,U Microfinance Bank,601311,1647,2024-01-27,2026-10-14,Pending
POL-505024F3,CUST-673C0391,Adil Dakhil,40094-3711849-8,South Waziristan,+923446780764,Disability,Adamjee Insurance,361602,5321,2024-04-09,2027-02-21,Pending
POL-19A6F052,CUST-56524CA5,Talha Rabar,40414-2329710-3,Shikarpur,+923161377388,Travel Medical,EFU Life,418353,7127,2023-09-26,2026-01-11,Expired
